Distance(µm)	H2AK119ub	Ser5 POLII
0	82.5	183.083
0.2126	212.586	275.856
0.4252	362.386	364.956
0.6378	443.205	425.998
0.8505	451.243	503.022
1.0631	391.263	646.075
1.2757	311.286	709.8
1.4883	265.924	765.125
1.7009	265.8	849.124
1.9135	290.236	939.994
2.1261	290.628	907.951
2.3387	293.857	800.193
2.5514	306.872	730.465
2.764	301.72	771.074
2.9766	305.764	746.403
3.1892	322.028	636.715
3.4018	328.743	578.129
3.6144	320.695	629.328
3.827	289.596	809.643
4.0397	251.49	1240.146
4.2523	245.799	1741.851
4.4649	284.59	1783.132
4.6775	325.4	1427.631
4.8901	321.288	1129.083
5.1027	290.48	1103.498
5.3153	299.531	1050.662
5.528	342.216	971.069
5.7406	342.911	816.161
5.9532	313.944	681.278
6.1658	306.679	705.713
6.3784	307.637	787.867
6.591	305.869	907.413
6.8036	266.645	972.824
7.0162	210.393	942.301
7.2289	205.678	872.31
7.4415	238.125	877.229
7.6541	243.161	813.752
7.8667	219.29	741.53
8.0793	208.546	659.679
8.2919	198.25	698.863
8.5045	177.987	643.641
8.7172	190.805	589.333
8.9298	213.819	710.125
9.1424	271.406	749.451
9.355	313.96	748.516
9.5676	297.288	938.658
9.7802	261.493	1030.69
9.9928	303.276	900.469
10.2055	346.456	896.583
10.4181	301.569	850.965
10.6307	267.187	797.327
10.8433	264.16	615.602
11.0559	227.482	612.704
11.2685	191.807	511.686
11.4811	148.342	354.554
11.6937	96.965	238.671
11.9064	43.972	132.778
