Distance(µm)	H2AK119ub	Ser5 POLII
0	220.5	189
0.2126	402.892	369.537
0.4252	527.892	560.896
0.6378	609.397	673.975
0.8505	696.593	670.12
1.0631	777.059	528.256
1.2757	776.051	386.802
1.4883	599.781	264.368
1.7009	493.603	218.911
1.9135	468.076	341.997
2.1261	474.074	411.146
2.3387	496.833	444.7
2.5514	545.836	438.702
2.764	594.794	485.369
2.9766	565.244	653.582
3.1892	526.32	713.008
3.4018	583.842	744.135
3.6144	698.607	671.041
3.827	783.345	524.885
4.0397	904.98	490.585
4.2523	1060.415	502.386
4.4649	1143.911	523.609
4.6775	1221.183	504.317
4.8901	1316.886	528.063
5.1027	1221.941	595.262
5.3153	1200.888	544.34
5.528	1163.551	548.115
5.7406	975.795	502.659
5.9532	729.395	440.906
6.1658	559.306	390.419
6.3784	518.217	415.386
6.591	531.499	432.997
6.8036	498.748	472.374
7.0162	505.6	494.6
7.2289	566.19	577.981
7.4415	621.169	769.597
7.6541	645.405	915.187
7.8667	591.843	914.676
8.0793	561.489	798.928
8.2919	552.183	771.266
8.5045	542.561	788.23
8.7172	561.128	736.545
8.9298	636.758	703.666
9.1424	610.132	591.484
9.355	511.817	436.45
9.5676	474.946	346.702
9.7802	487.451	350.097
9.9928	530.651	368.011
10.2055	613.559	382.856
10.4181	685.891	500.315
10.6307	715.061	633.28
10.8433	691.554	670.398
11.0559	659.942	699.498
11.2685	633.466	691.846
11.4811	601.117	641.783
11.6937	559.583	532.417
