Distance(µm)	H2AK119ub	Ser5 POLII
0	468.75	72.75
0.2126	1035.415	162.35
0.4252	1504.204	330.412
0.6378	1659.702	460.365
0.8505	1733.667	536.424
1.0631	1719.268	616.961
1.2757	1700.498	632.572
1.4883	1740.444	586.422
1.7009	1806.645	605.974
1.9135	1788.52	727.797
2.1261	1600.769	894.975
2.3387	1264.239	1140.18
2.5514	1058.467	1258.386
2.764	1044.18	1179.353
2.9766	1031.423	1098.922
3.1892	973.885	924.628
3.4018	918.799	851.462
3.6144	851.598	820.115
3.827	858.308	693.083
4.0397	892.778	544.833
4.2523	904.11	499.726
4.4649	947.126	513.378
4.6775	996.049	562.22
4.8901	1014.361	648.052
5.1027	1004.384	744.198
5.3153	999.24	768.241
5.528	986.754	797.577
5.7406	939.435	792.603
5.9532	913.33	936.237
6.1658	882.036	1088.067
6.3784	834.265	1152.108
6.591	837.259	1105.84
6.8036	856.108	1094.811
7.0162	831.969	1006.329
7.2289	750.246	832.791
7.4415	729.659	664.785
7.6541	688.721	580.407
7.8667	642.625	516.805
8.0793	615.097	391.854
8.2919	639.553	366.182
8.5045	668.378	404.678
8.7172	720.336	470.059
8.9298	787.243	480.293
9.1424	859.462	506.657
9.355	917.025	487.711
9.5676	1058.105	532.682
9.7802	1159.729	783.823
9.9928	1230.782	927.684
10.2055	1185.984	908.968
10.4181	1080.668	840.938
10.6307	1031.546	776.016
10.8433	1046.521	651.035
11.0559	1028.204	550.261
11.2685	936.042	450.273
11.4811	824.994	425.448
11.6937	709.869	370.609
11.9064	532.7	264.646
12.119	290.938	151.812
