Distance(µm)	H2AK119ub	Ser5 POLII
0	131.785	108.866
0.2126	169.179	183.902
0.4252	199.521	273.711
0.6378	279.44	362.804
0.8505	331.035	396.045
1.0631	332.956	377.954
1.2757	297.481	374.749
1.4883	293.417	389.153
1.7009	271.963	435.929
1.9135	248.552	418.182
2.1261	249.947	410.247
2.3387	335.573	542.896
2.5514	412.935	373.247
2.764	429.919	379.645
2.9766	486.363	364.287
3.1892	604.903	365.072
3.4018	658.82	334.026
3.6144	642.954	305.434
3.827	611.597	293.397
4.0397	582.237	331.75
4.2523	559.005	498.104
4.4649	593.25	473.349
4.6775	667.565	422.427
4.8901	754.552	405.543
5.1027	814.881	357.192
5.3153	802.225	255.282
5.528	575.756	242.044
5.7406	398.785	300.409
5.9532	375.753	397.204
6.1658	392.134	379.599
6.3784	342.634	306.944
6.591	289.333	251.859
6.8036	289.826	321.306
7.0162	294.913	424.191
7.2289	266.389	360.837
7.4415	253.349	408.853
7.6541	220.64	464.017
7.8667	232.698	444.253
8.0793	263.064	419.891
8.2919	258.299	365.886
8.5045	247.342	295.382
8.7172	254.203	364.53
8.9298	243.203	322.411
9.1424	227.416	373.08
9.355	208.318	366.716
9.5676	185.763	364.714
9.7802	200.676	437.112
9.9928	214	504.131
10.2055	211.396	607.51
10.4181	222.24	508.873
10.6307	237.439	438.081
10.8433	292.541	380.928
11.0559	328.554	378.932
11.2685	317.602	409.276
11.4811	310.679	436.171
11.6937	321.417	394.014
11.9064	284.161	333.11
12.119	274.333	431.036
12.3316	255.41	400.985
12.5442	246.269	362.82
12.7568	257.746	360.757
12.9694	244.934	266.952
13.182	196.098	230.963
13.3947	124.176	148.512
